run,m,k,d,n,b,lowest_real,highest_fake,distinguishable,distinguishability_ratio,euclidean_length_betas,abs_deviation,squared_deviation,max_normed_deviation,epsilon_droot_m,epsilon_droot_rootd,epsilon_droot_halfd,epsilon_dlinear_m,epsilon_dlinear_rootd,epsilon_dlinear_halfd
89,50,1,51,10,1,0.005809167875562646,0.4052563687732715,0,0.014334550480100407,3.0921911361599133,42.2100335893248,42.46356601375112,1.7177712683471396,0.8970607468242974,0.9669785676880198,0.9556382467922148,0.20020950924719724,9.200881648150723,5.041268657843554
90,50,1,51,100,1,0.979093503747301,0.010286107078559564,1,95.18601121585935,7.104205431948988,0.48796654502089354,0.007120186894764164,0.029229195350134907,0.9618862113637601,0.9625948969451931,0.9623595317206725,7.028761931144406,7.297792000350431,7.207342090094672
91,50,10,60,10,1,-0.020149490747140068,1.6696573475833076,0,0.01206803945510425,4.601430203528986,43.499954151820816,46.42147645966191,2.0502521432640073,0.9411530716544271,0.9725927572562382,0.9593954643586491,1.5767654303105318,11.324345675135605,4.988970180604439
92,50,10,60,100,1,0.9642473474009798,-0.03717938994939829,1,25.934996478246013,7.064223236876517,0.8469384858860148,0.016906627892537544,0.03717938994939829,0.9673539305729438,0.9682430207207582,0.9678456708550611,8.189837566577188,8.65393765133494,8.443411568136616
93,50,100,150,10,1,0.008380823632604747,-0.7727492442759059,0,0.010845463382442883,2.559450022799326,63.90558146659766,52.80455835827975,1.4087772710528457,0.982768389328143,0.9869002579687678,0.9806841574477823,11.060330549939216,20.752987919219713,8.043872627596778
94,50,100,150,100,1,-0.052898039477852606,-0.7983989430598198,0,0.0662551471763274,6.118586469926324,39.72918303159777,17.241354307643945,1.082808035645661,0.9830065509589764,0.9874532156677461,0.9801474060684089,11.469726696849007,22.572025139942465,7.409697780587876
95,50,1000,1050,10,1,0.01178557022347073,-1.0544634810240745,0,0.011176840578703412,9.864359341311502,288.2788689134557,149.62842934517676,1.6740582824967847,0.9973743356238535,0.9974636245813507,0.9962520035263075,66.41826477580724,72.96414102252379,20.363737399618962
96,50,1000,1050,100,1,-0.008075526029044766,-2.6474995058636184,0,0.003050246472627959,19.50682044030999,508.553397831789,418.4344535257506,2.6474995058636184,0.9973472801973042,0.9974504401033187,0.9962546060384977,64.55313735621614,71.95846703357635,20.419670067766532
97,1,1,2,10,5,4.9704723099753005,0.04774306469898365,1,104.10878189981615,4.970701598814603,0.07727075472368311,0.003151284705046075,0.04774306469898365,0.9999769357022376,0.09800456392726799,0.9999769357022376,1.999907743872874,0.019209789101147918,1.999907743872874
98,1,1,2,100,5,5.019251692719216,0.003032654550955124,1,1655.0687222645981,5.019252608890923,0.02228434727017102,3.798246661805392e-4,0.019251692719215896,0.9999999087342458,0.024580569724066626,0.9999999087342458,1.9999996349370002,0.0012084088159194017,1.9999996349370002
99,1,10,11,10,5,4.665625881247648,-0.5546360079203794,1,8.412050091629501,4.724714786276568,2.0997575571029654,0.6666709991839568,0.5546360079203794,0.9988565446252704,0.7560563207425101,0.7260113183151311,10.862430223892868,0.5075610869931021,0.32491517047487417
100,1,10,11,100,5,4.996510032806355,-0.011617145410537613,1,430.0979161605526,4.996574247548771,0.07757335809741886,6.538832040187163e-4,0.011617145410537613,0.999998831651914,0.5620029137182023,0.5606618549727154,10.999858630707445,0.019431974156068708,0.018927959168868354
101,1,100,101,10,5,0.9398600811563671,-0.7003738646910712,1,1.3419405385307048,2.948847454928233,26.215701184511474,24.297100500873047,4.060139918843633,0.9887426684413314,0.9821798578922181,0.9732580142074388,32.19083714830658,16.42913711684526,6.536544449694719
102,1,100,101,100,5,4.9443308802235535,-0.16022599031569434,1,30.858482262969353,4.98408318616547,5.179818838370023,0.3977764043818098,0.16022599031569434,0.999920717712695,0.9625835447647859,0.9541617062946208,100.1944390271659,2.145868610141308,0.8833679629940886
